recovery_budget,fault_intensity,actual_fault_type,method,success_rate,recovery_rate,silent_failure_rate,avg_tool_calls,avg_model_calls,avg_verifier_calls,avg_recovery_steps,avg_latency_ms,avg_cost_proxy,executions
5,0.2,timeout,retry_only,1.0,1.0,0.0,4.2592592592592595,0.0,0.0,2.111111111111111,5887.592592592592,4.2592592592592595,27
5,0.2,timeout,self_healing,1.0,1.0,0.0,4.230769230769231,0.0,1.0,1.9230769230769231,7446.538461538462,5.230769230769231,13
5,0.2,unavailable_tool,full_replanning,1.0,1.0,0.0,4.666666666666667,2.5555555555555554,0.0,1.5555555555555556,1857.7777777777778,7.222222222222222,9
5,0.2,unavailable_tool,retry_only,1.0,1.0,0.0,4.833333333333333,0.0,0.0,2.1666666666666665,1601.111111111111,4.833333333333333,18
5,0.2,unavailable_tool,self_healing,1.0,1.0,0.0,4.111111111111111,0.0,1.0,1.4444444444444444,1296.6666666666667,5.111111111111111,9
5,0.4,contradictory_evidence,full_replanning,1.0,1.0,0.0,4.7,3.0,0.0,2.0,317.0,7.7,10
5,0.4,contradictory_evidence,retry_only,1.0,1.0,0.0,5.6,0.0,0.0,2.7,385.0,5.6,10
5,0.4,contradictory_evidence,self_healing,1.0,1.0,0.0,3.8333333333333335,0.0,1.0,1.6666666666666667,258.3333333333333,4.833333333333333,6
5,0.4,malformed_output,full_replanning,1.0,1.0,0.0,4.305555555555555,2.861111111111111,0.0,1.8611111111111112,1045.6944444444443,7.166666666666667,36
5,0.4,malformed_output,retry_only,0.9777777777777777,0.9777777777777777,0.0,4.022222222222222,0.0,0.0,2.1777777777777776,1318.111111111111,4.022222222222222,45
5,0.4,malformed_output,self_healing,1.0,1.0,0.0,3.52,0.0,1.0,1.4,965.0,4.52,25
5,0.4,partial_response,full_replanning,0.8695652173913043,0.8695652173913043,0.0,5.0,3.739130434782609,0.0,2.869565217391304,2863.804347826087,8.73913043478261,46
5,0.4,partial_response,retry_only,0.9272727272727272,0.9272727272727272,0.0,4.490909090909091,0.0,0.0,2.7818181818181817,2322.0,4.490909090909091,55
5,0.4,partial_response,self_healing,1.0,1.0,0.0,3.6470588235294117,0.0,1.0,1.7058823529411764,1805.4411764705883,4.647058823529412,34
5,0.4,schema_drift,full_replanning,0.868421052631579,0.868421052631579,0.0,6.105263157894737,3.8684210526315788,0.0,3.0,3415.3947368421054,9.973684210526315,38
5,0.4,schema_drift,retry_only,0.9074074074074074,0.9074074074074074,0.0,5.407407407407407,0.0,0.0,2.7037037037037037,1440.462962962963,5.407407407407407,54
5,0.4,schema_drift,self_healing,1.0,1.0,0.0,4.484848484848484,0.0,1.0,1.6666666666666667,640.7575757575758,5.484848484848484,33
5,0.4,stale_context,full_replanning,1.0,1.0,0.0,4.157894736842105,3.1052631578947367,0.0,2.1052631578947367,1073.9473684210527,7.2631578947368425,19
5,0.4,stale_context,retry_only,0.8695652173913043,0.8695652173913043,0.0,3.9565217391304346,0.0,0.0,2.347826086956522,933.695652173913,3.9565217391304346,23
5,0.4,stale_context,self_healing,1.0,1.0,0.0,3.235294117647059,0.0,1.0,1.2941176470588236,514.7058823529412,4.235294117647059,17
5,0.4,timeout,full_replanning,0.8524590163934426,0.8524590163934426,0.0,5.950819672131147,4.032786885245901,0.0,3.180327868852459,8981.311475409837,9.98360655737705,61
5,0.4,timeout,retry_only,0.8846153846153846,0.8846153846153846,0.0,4.576923076923077,0.0,0.0,2.576923076923077,6701.346153846154,4.576923076923077,52
5,0.4,timeout,self_healing,1.0,1.0,0.0,4.857142857142857,0.0,1.0,2.4642857142857144,7293.214285714285,5.857142857142857,28
5,0.4,unavailable_tool,full_replanning,0.8666666666666667,0.8666666666666667,0.0,6.666666666666667,3.966666666666667,0.0,3.1,5251.333333333333,10.633333333333333,30
5,0.4,unavailable_tool,retry_only,0.6333333333333333,0.6333333333333333,0.0,6.266666666666667,0.0,0.0,3.5,3117.0,6.266666666666667,30
5,0.4,unavailable_tool,self_healing,1.0,1.0,0.0,5.538461538461538,0.0,1.0,2.4615384615384617,2161.153846153846,6.538461538461538,26
